"ID","Date","UTC","Age","Callsign","SNR (db)","Mode","Band","QRG (MHz)","Country","DXCC","Locator","QRB (km)"
"181","2022-04-08","16:55:29","23min","RA8AF","-16","FT8","20m","14.0751","Russia-EU","UA","MO05QE","4219"
"332","2022-04-08","16:13:35","1h:05m","RV6FT","-15","FT8","20m","14.0751","Russia-EU","UA","LN15DU","4209"
"98","2022-04-08","17:03:30","15min","VR2BG","-16","FT8","20m","14.0751","Hong Kong","VR","OL72BI","4199"
"413","2022-04-08","11:16:30","6h:02m","YB4KAR","-20","FT8","20m","14.0751","Indonesia","YB","OI25EQ","4194"
"216","2022-04-08","16:49:27","29min","4X1AR","-14","FT8","20m","14.0752","Israel","4X","KM72JC","4193"
"369","2022-04-08","13:56:31","3h:22m","4Z5OZ","-11","FT8","20m","14.0751","Israel","4X","KM71JX","4190"
"288","2022-04-08","16:29:27","49min","4X1VE","-17","FT8","20m","14.0751","Israel","4X","KM73NA","4184"
"271","2022-04-08","16:36:30","42min","BG7BDB","-13","FT8","20m","14.0751","China","BY","OL69RL85","4175"
"329","2022-04-08","16:14:30","1h:04m","R6FFL","-12","FT8","20m","14.0751","Russia-EU","UA","LN04XP","4154"
"350","2022-04-08","14:52:31","2h:26m","YC4IDY","-16","FT8","20m","14.0751","Indonesia","YB","OI27JB","4138"
"402","2022-04-08","12:15:30","5h:03m","BH7ACO","-15","FT8","20m","14.0751","China","BY","OL68LH","4111"
"155","2022-04-08","16:59:30","19min","BD7GB","-17","FT8","20m","14.0751","China","BY","OL68LD","4109"
"182","2022-04-08","16:54:30","24min","BD4SUH","-15","FT8","20m","14.0751","China","BY","OM91","4078"
"313","2022-04-08","16:23:27","55min","R9MBC","-18","FT8","20m","14.0751","Russia-AS","UA9","MO64PX","4059"
"409","2022-04-08","11:49:30","5h:29m","R9ME","-18","FT8","20m","14.0751","Russia-AS","UA9","MO64QW","4054"
"405","2022-04-08","12:03:30","5h:15m","BD5XX","-20","FT8","20m","14.0752","China","BY","OL95","4045"
"356","2022-04-08","14:20:29","2h:58m","UN7CBY","-14","FT8","20m","14.0751","Kazakhstan","UN","MO32SO","3835"
"210","2022-04-08","16:50:15","28min","4LØG","-22","FT8","20m","14.0751","Georgia","4L","LN21MR","3764"
"396","2022-04-08","12:31:30","4h:47m","R9MCK","-14","FT8","20m","14.0011","Russia-AS","UA9","MO64","3707"
"71","2022-04-08","17:07:31","11min","HZ1CY","-13","FT8","20m","14.0751","Saudi Arabia","HZ","LL09DX","3631"
"351","2022-04-08","14:45:29","2h:33m","YB5WIR","-15","FT8","20m","14.0750","Indonesia","YB","OJ00RN","3609"
"349","2022-04-08","14:53:35","2h:25m","UN7DT","-16","FT8","20m","14.0750","Kazakhstan","UN","NO00CJ26","3591"
"361","2022-04-08","14:09:30","3h:09m","9M2CNC","1","FT8","20m","14.0750","West Malaysia","9M2","OJ03TB","3471"
"134","2022-04-08","17:00:30","18min","BA7KW-2","-14","FT8","20m","14.0750","China","BY","OL63","3430"
"368","2022-04-08","13:57:29","3h:21m","YB6NE","-5","FT8","20m","14.0751","Indonesia","YB","NJ93HN88","3160"
"339","2022-04-08","15:39:30","1h:39m","YB6MIX","-11","FT8","20m","14.0751","Indonesia","YB","NJ93HO","3157"
"400","2022-04-08","12:24:30","4h:54m","HSØZOY","-9","FT8","20m","14.0750","Thailand","HS","OK14MQ","3128"
"158","2022-04-08","16:59:29","19min","BG7GRE","-15","FT8","20m","14.0751","China","BY","OL47","3034"
"314","2022-04-08","16:22:27","56min","HS6TFM","-12","FT8","20m","14.0751","Thailand","HS","OK14BW","3026"
"360","2022-04-08","14:19:28","2h:59m","E27TE","-16","FT8","20m","14.0750","Thailand","HS","OK02LW","2956"
"420","2022-04-08","10:46:29","6h:32m","BG8SRK","-16","FT8","20m","14.0751","China","BY","OL05SA","2936"
"355","2022-04-08","14:22:29","2h:56m","HS8KAY","-21","FT8","20m","14.0751","Thailand","HS","NJ99PC","2928"
"352","2022-04-08","14:26:27","2h:52m","E25IJJ","-12","FT8","20m","14.0751","Thailand","HS","OK03GP","2892"
"236","2022-04-08","16:47:15","31min","HS/F8UKP","-20","FT8","20m","14.0750","Thailand","HS","OK03GR","2889"
"348","2022-04-08","15:00:30","2h:18m","BG8HLK","-15","FT8","20m","14.0751","China","BY","OL39","2871"
"331","2022-04-08","16:14:27","1h:04m","UN8GEQ","-17","FT8","20m","14.0766","Kazakhstan","UN","MN83KF","2764"
"183","2022-04-08","16:52:29","26min","BGØKM","-20","FT8","20m","14.0751","China","BY","NL59NP","2135"
"411","2022-04-08","11:37:29","5h:41m","4S6RYD","-6","FT8","20m","14.0751","Sri Lanka","4S","MJ96WT","1453"
"343","2022-04-08","15:31:29","1h:47m","VU2KPH","-15","FT8","20m","14.0751","India","VU","NL26QC","1446"
"325","2022-04-08","16:16:29","1h:02m","AP2TN","-1","FT8","20m","14.0751","Pakistan","AP","ML34MU","1004"
"342","2022-04-08","15:33:30","1h:45m","VU2MSA","-11","FT8","20m","14.0751","India","VU","MJ89DX","984"
"345","2022-04-08","15:23:27","1h:55m","VU2YYF","-5","FT8","20m","14.0751","India","VU","MK82UV","744"
"43","2022-04-08","17:12:29","6min","VU3UZD","-6","FT8","20m","14.0751","India","VU","MK82UX","736"
"33","2022-04-08","17:14:15","4min","VU2PTT","5","FT8","20m","14.0751","India","VU","MK82TX82","731"
"337","2022-04-08","16:00:29","1h:18m","VU2IBI","-9","FT8","20m","14.0751","India","VU","MK82TX","731"
"393","2022-04-08","13:15:26","4h:03m","VU2ABU","9","FT8","20m","14.0751","India","VU","MK72KV","634"
"93","2022-04-08","17:04:26","14min","VU3CER","17","FT8","20m","14.0751","India","VU","MK68XM","0"
